Image,L2CA,L2CD,Energy,Original std,Original mean,cA5 std,cA5 mean,cD5 std,cD5 mean,cD4 mean,cD4 std,cD3 mean,cD3 std,cD2 mean,cD2 std,cD1 mean,cD1 std,Class
Extract1002.bmp,68312.9141546819,6450.725573439,339.688656521,96.4822928354,164.8557714286,352.3672781584,940.0381331395,144.564816258,-13.4933327392,135.1960477986,0.205909838,157.5687842743,0.1341328088,38.9959533549,-0.1065827215,18.9027950721,-0.0435278107,Live
Extract1002.png,70972.7230101994,5874.9123400571,281.7517959458,105.4298706058,167.7322040816,501.7870085803,956.0631060263,116.4350243601,0.001834823,87.8941741406,-3.3051227654,109.7103650669,-0.2399983597,50.7802581139,0.0400750947,18.4580016647,0.0192126632,Fake
Extract1003.bmp,68587.0479142529,5616.5693394005,257.5171521983,98.5638776037,164.3647183673,425.5621290491,937.2964264544,128.6488822952,-0.4301842095,116.8544188054,-1.4912805939,127.7549051668,-0.3148771348,47.2465053326,0.0326803403,14.6477064061,0.0064619168,Live
Extract1003.png,72908.5012678198,4012.3178688565,131.4179157612,108.9078022436,171.7771102041,573.4029876713,978.6097209501,112.1091632419,-0.0182514638,73.9787269229,0.9582691527,65.7636395791,0.3224995211,28.1225316029,-0.0142246484,10.1911943762,0.0325634448,Fake
Extract1004.bmp,64232.709047208,6402.8576389539,334.6660077119,88.1531409373,156.0592816327,360.6760352517,890.9974169527,142.943062639,-7.5396462526,155.6605266858,1.1376071362,96.214289462,-0.3479868067,31.3491996029,0.0510609243,20.4670423064,-0.129884527,Live
Extract1004.png,71417.5299398605,5156.4007007591,217.0487198922,104.9037240748,169.4427346939,511.626283261,965.5981663389,113.0416040661,0.4125837068,97.7940671649,0.2095508797,104.1430158818,0.3314777503,36.7548231318,0.044450514,14.4599439647,0.036613682,Fake
Extract1005.bmp,69279.16200764,6266.0031764745,320.5126188375,91.7729843421,170.9266122449,295.5948862684,973.8698482299,134.4786979377,0.9923706227,104.6788539872,-0.9243911493,173.1757389178,0.0036018565,44.9196726372,0.0151787,21.4191083355,0.2109354258,Live
Extract1005.png,71120.3885361332,6255.9318807125,319.4831322132,105.1068575328,168.4350857143,509.0840377812,959.9811302555,131.5443178822,-1.8415757815,98.8219601165,0.187327595,86.5648847245,0.2080720246,52.4041973112,-0.0650220055,17.2733743047,0.0453026522,Fake
Extract1006.bmp,66365.0817189055,11083.5763285452,1002.8217488219,66.0503538236,176.6919836735,114.3545998107,1001.2563999339,79.7901681747,0.1095677827,132.8854518732,0.0405906115,100.3780640471,-0.0933223206,47.4006495138,0.1497799639,40.5660576601,0.1757547756,Live
Extract1006.png,70119.0422517924,6038.5053640665,297.6616084233,105.0842503738,165.3123265306,510.8760741225,942.5757852802,151.3422015726,-1.2924332599,96.1896783801,1.6708888433,89.192822061,-0.322464781,43.000287563,0.0482303336,15.0622706669,0.0176318015,Fake
Extract1007.bmp,65575.8687353272,8004.2451192316,523.003591255,73.015175402,170.0893387755,158.4181057208,963.1750822254,136.0345866201,-15.0932130326,177.3404241696,0.6412657601,102.2852334052,0.3923811575,35.7559249434,-0.0926300596,27.2122382312,-0.0653176161,Live
Extract1007.png,66694.2211872084,6868.5705508005,385.1205013169,97.6360064369,159.1823265306,424.6289219878,908.4039176969,146.8552862765,-0.330285015,133.333196447,-2.8384341338,112.1930740379,0.2885694824,40.94166863,0.2278937846,17.3635125595,-0.0439756514,Fake
Extract1008.bmp,67559.595839368,7792.1600334352,495.6551672381,99.6796066713,160.847077551,399.1021442683,917.6777422202,170.0590979459,-2.3526387038,147.1372625471,-1.408383287,126.8688854997,0.4938171363,47.8844211758,-0.1222310721,16.8915050861,-0.0031040279,Live
Extract1008.png,71988.2357525806,5366.3432862866,235.0827776839,106.3876416446,170.2541877551,536.4599488604,970.1254243955,142.8112306085,1.0887290605,97.3072843554,1.7701644205,76.0720356028,-0.4385553111,31.8533144279,0.0996540665,12.3111667171,-0.0158778526,Fake
Extract1009.bmp,69150.372388527,9774.8900609988,779.9875567723,80.1678534342,178.5504897959,177.5165700933,1009.55785333,195.1737936098,-13.2617185943,179.5632290436,1.3811242764,97.4985849422,0.0201531684,48.8539118568,-0.1739445269,31.3463782343,0.295903381,Live
Extract1009.png,74509.1035725814,5610.7378464744,256.9826871989,102.8109214424,182.1123020408,490.3374688003,1036.2203097234,115.7526228934,-1.253860097,85.0309704304,1.7862501738,94.2195875027,0.1386793158,58.903429837,-0.0408949927,17.972995615,0.0484759149,Fake
Extract101.bmp,65044.7313436247,6054.1562784549,300.9261760587,93.7777721293,156.1035714286,452.7820714578,891.2675736444,124.9533250031,0.7118903779,90.930636957,-0.0759874147,86.3563687527,-0.0936329204,36.574069843,-0.1925636649,17.3577755258,-0.0955938643,Live
Extract101.png,72854.7219144452,3643.115809599,108.3452473645,105.9427321032,173.5492,557.5151273312,988.4916753066,119.6086484589,-2.0438803553,74.0020685136,1.1015825794,61.3539765017,-0.1733392714,23.7992512506,-0.0104154586,10.09697467,0.046721966,Fake
Extract1010.bmp,66788.087195072,10354.1008913817,875.1624919911,81.4412239803,171.2957795918,120.0708029526,969.5413025804,116.535044621,-7.4563622327,169.7808011638,1.0139756547,142.4089991465,0.0495815753,57.3644931939,-0.1805679868,34.9052663644,-0.0153197294,Live
Extract1010.png,69579.1399164616,6282.5755195171,322.2102461913,102.1398502435,165.1472897959,454.3958947048,941.6529743865,220.6289562613,7.4365436733,143.2414840592,-0.5559172956,81.5648670327,0.2490352992,31.0001977494,-0.0022692865,13.6565370243,0.0203204193,Fake
Extract1011.bmp,78774.8846390808,8477.6540147514,586.6989191333,52.8823199972,216.0863020408,194.4885319906,1221.7284738096,138.6307848094,0.0456434413,76.8624673574,0.8641932859,41.5977019234,0.1969815421,28.4466292087,-0.1046029525,20.5435516389,0.0537940458,Live
Extract1011.png,70465.9777149834,6000.4002611641,293.9167615851,94.7839723083,172.8449306122,343.0201207639,984.5720605899,143.001387808,-2.7142468261,164.5113772252,0.2060275794,141.5315007484,0.1096763402,36.2399282985,-0.0431767307,18.2146851762,0.0792046369,Fake
Extract1012.bmp,70041.0868307829,7286.8432772436,433.4537546703,99.5991414579,169.1692734694,419.2170032412,964.0743161251,156.3326162525,-2.8253734853,118.8582520944,-0.9131812835,120.6279339976,0.4674020008,56.3029118833,-0.0573240195,18.825483113,0.0198751318,Live
Extract1012.png,69072.9196511557,4953.3019987556,200.2873525786,103.7320919531,162.3280571429,503.3930849784,925.9425866311,125.2927833106,-0.7388533974,111.9535203588,0.1803183427,96.6092225784,-0.3043301919,33.8135660835,-0.0117710814,14.5503218278,0.0167894445,Fake
Extract1013.bmp,74817.3487767252,7867.1128824155,505.236449834,68.2966509716,200.1826693878,189.3296637006,1134.8499534758,151.0962931432,-0.9306963353,159.9889143589,-0.5413499562,64.1971787331,-0.1579850625,34.2286756084,0.1278990778,28.7060991226,-0.0984738465,Live
Extract1013.png,64950.0443166675,7207.2047771422,424.0310261197,97.6394431763,152.6054122449,452.3085641576,871.7472216699,167.9433191193,-0.0369181735,136.3478829606,2.1022293233,77.0358736016,-0.2849898538,32.9243134389,-0.0488893982,15.4676858711,0.0545685793,Fake
Extract1014.bmp,74035.4643023478,8264.9927835354,557.6335160154,80.3665579733,192.9551836735,214.7992456412,1090.8657867041,153.8056485994,1.3804205623,189.3490776094,-0.5647194417,94.1018527754,-0.0171771704,41.8450680904,0.1000146743,31.2446137823,-0.0728704632,Live
Extract1014.png,70919.5196254184,5478.8143697208,245.0400563091,102.3823719536,169.6201142857,453.8554589242,966.5875629923,180.2048372059,5.7979918321,137.657336977,-2.4285625998,108.1587627778,-0.0167408582,35.0590775365,0.0206516056,11.3172357682,0.0271400504,Fake
Extract1015.bmp,63200.0940056006,8948.1743115679,653.6312123282,82.9045064038,157.9957632653,212.0957203153,898.1897959544,112.443108131,2.7136732619,128.3243472299,-0.4832203787,154.584816565,-0.2226474145,48.9770487159,0.1738588529,31.9538054243,0.1854075532,Live
Extract1015.png,70907.3918749571,5101.7663143328,212.4736287842,101.4547856767,170.3320653061,436.5560950035,970.5600645023,140.2502734118,-7.6687713799,126.9026290027,0.3756762481,131.8526220086,0.1798210533,40.9387287993,-0.0484041039,15.3839567818,-0.0573725896,Fake
Extract1016.bmp,69912.2609276052,8275.8494912185,559.0994677657,87.5580065518,175.8710367347,300.9844018023,999.418601508,135.1649776782,-0.9798986723,103.2469116652,-0.9460559303,143.2886637747,0.1805374325,53.2517523145,-0.1966030167,25.3335232322,0.0312501773,Live
Extract1016.png,68814.3133627759,6437.3088800047,338.2771070742,100.6387216958,164.1465714286,475.5075551655,936.0769379162,113.9858824582,0.5754451924,96.8130502162,1.6942472151,103.325719442,0.0745903265,47.1249881446,-0.0252674664,19.1955792376,-0.0345366373,Fake
Extract1017.bmp,70088.8653271376,11784.0795378424,1133.5880045241,76.9233940351,184.0562530612,112.2856421818,1043.7669732464,95.4197916833,1.6482482442,139.0564195051,-2.3253585228,133.9631218719,0.1016277927,61.1065626885,0.1480244628,41.4241696506,0.0053523191,Live
Extract1017.png,70507.2588957506,6046.8119844245,298.4811034692,102.9273877562,168.1949795918,463.0969066463,958.6409201621,157.1855774585,-0.4962369317,136.7222317918,-3.8919378682,106.6397848594,0.5776767578,41.0881620985,0.0869958537,14.0361300483,-0.022051291,Fake
Extract1018.bmp,69916.4384836919,11836.8349822759,1143.7605093684,75.2829402314,184.2475428571,183.0980878426,1045.3799811293,129.6714735107,-4.5212067301,126.0696975847,-2.393911742,107.1927879993,-0.1347301117,60.324872196,-0.0515563664,38.8322880471,0.0676431673,Live
Extract1018.png,69809.0340981281,4924.0945542494,197.9323035036,104.0827940489,164.0295428571,514.0764699624,935.4246234874,113.9456691406,0.4356897842,88.4894097286,-1.7544226904,95.5416032288,-0.1521475687,41.69762614,-0.0776938078,13.2746066824,-0.091839992,Fake
Extract1019.bmp,57565.4647368907,8217.4298474794,551.2339044755,71.8605063382,145.2010285714,185.4104907322,830.461982519,130.2848190053,-3.0392144156,150.184844241,0.1942725411,111.0177057939,0.1863335726,41.4116342765,-0.0328913794,25.3062320425,-0.0155337119,Live
Extract1019.png,74196.4376800324,5548.010373475,251.2687273811,100.0888772724,182.4161061224,458.4465201381,1037.9108783662,101.2469896047,-1.8813164194,69.5428755967,-0.7215757338,102.2699216777,0.112988742,73.2022600035,0.065397506,17.1342659035,0.1039099294,Fake
Extract102.bmp,70468.0083186885,7217.0253823588,425.1873907723,97.8196935415,171.6487510204,284.5394738573,977.8838511592,116.7692399202,2.970668635,113.2574399496,1.1785239123,177.200342231,0.5075128426,82.3392837592,0.0145752576,21.7082967759,-0.029378643,Live
Extract102.png,70195.019293227,4970.5649432191,201.6858437123,106.3140890076,164.5203265306,555.1229789234,938.1649279953,134.6110397477,0.7349604011,78.3606042181,-1.336453063,54.0980800327,-0.1383798989,30.7545614927,-0.087093777,13.1400433121,-0.0086774311,Fake
Extract1020.bmp,69337.0945168565,8535.5657296702,594.7418965349,82.9272474863,177.5830530612,130.4011417519,1008.2988079321,103.4182259932,-2.9209748095,206.4101966222,0.672764856,132.5476693237,0.2540205301,51.6452707578,-0.0631381056,31.434942904,0.1014970092,Live
Extract1020.png,72267.6217968741,5061.8725706862,209.1637054846,102.9157503081,174.1007510204,468.2594491385,991.5639270036,138.9225541706,2.5542362847,106.7690040249,-0.1162798313,119.7160077683,-0.0914438209,44.7557308931,0.0547582897,14.5681296202,-0.0300248347,Fake
Extract1021.bmp,64183.6144398064,8133.6173549627,540.0467859343,89.5885693205,155.9304081633,292.0711039238,890.2785288418,126.2934135026,-4.1090921033,146.0182777198,1.0676126826,145.706666289,-0.0204063626,49.0486680045,-0.0173329314,26.554939877,0.1188184945,Live
Extract1021.png,71026.7870245584,4154.5149853456,140.8979164364,104.7024379125,167.7064897959,516.3206176801,955.922738303,117.1978775559,1.1253168935,95.9351431377,0.164795906,102.7409055358,0.1248978723,29.6151063772,0.0596432772,11.3062257133,-0.0558378843,Fake
Extract1022.bmp,69264.5273672159,6327.0277156315,326.785956852,94.5460458542,169.2794693878,396.3959772439,964.6874520202,115.0348516946,-2.5611841532,118.741929179,0.6134609686,126.8736631389,0.1334811287,46.9032939888,-0.0478032013,19.4079144732,-0.1730293605,Live
Extract1022.png,69376.3027246231,6559.0527043295,351.1932439034,98.0102985351,167.5644081633,387.6091494404,955.133599165,171.9341483822,1.9458463589,149.4380929905,1.4439957826,124.9026572511,0.3041456285,43.9202323548,0.0336229631,18.70519396,-0.1225250248,Fake
Extract1023.bmp,67619.7567123657,6673.8972927472,363.599225095,101.8508077284,159.1905142857,414.6410287658,908.4416756662,146.5887568858,0.9543117132,170.0562533902,-5.5988584597,121.1374847788,-0.5208053973,49.56784301,0.0081182124,14.2034834627,0.0305855255,Live
Extract1023.png,72756.5195287221,5177.902819703,218.8626743697,104.6804149173,174.6279591837,502.054891446,994.5097203258,110.5336884673,0.3934553895,78.2143975205,0.2365959746,105.5282943958,-0.0902087434,55.8167837157,-0.0329654883,15.0352916017,-0.042590955,Fake
Extract1024.bmp,70759.963465682,8634.5921048721,608.6218842246,89.1248404101,178.1071591837,246.4453001684,1013.8847738386,150.5358020054,-3.2889380161,153.6614158819,-0.0331045074,150.3356832551,-0.0996750195,51.192055202,-0.2462718463,28.5899595355,-0.0884474857,Live
Extract1024.png,68669.6571571969,5467.1585824252,243.9985548195,101.5263072661,162.6614040816,471.3214845033,927.7976398694,127.9795462199,-4.2285567939,121.2960940236,0.2039127323,109.1117315713,0.0764930788,37.0747679479,-0.0636454259,14.4945608484,-0.0864050585,Fake
Extract1025.bmp,69368.4967130288,7056.9907850324,406.5397464492,102.2560900422,164.8950204082,428.509017979,940.2535473403,151.0007798702,-1.0057245289,117.711501329,2.7674726708,132.0568128269,0.3663737407,54.7143854244,-0.0354438913,21.2026083086,-0.1658173999,Live
Extract1025.png,71840.2497005211,5318.9920929794,230.9524643688,102.4512309825,172.8587346939,445.7884588793,984.6397782681,119.1633712799,2.9097743565,99.8560665611,-2.0863347251,140.5980877445,-0.1651042349,50.0541176911,0.0868832521,14.7026523819,-0.0120814765,Fake
Extract1026.bmp,60542.553712869,9101.645276508,676.2444631786,80.2879113227,150.6782612245,232.0945600927,860.731163711,137.4782161256,4.5549334104,162.2333512313,-0.2838145833,118.8299128585,0.013590389,44.7030973334,0.2769491752,26.8805015151,0.1856012188,Live
Extract1026.png,68631.3610797584,6185.5805747824,312.3380167112,97.6609543775,165.1863020408,385.4151202911,941.8675369169,164.8240107113,5.0828731098,139.3820587352,-2.701516975,133.2255622027,0.1044811635,43.5634189395,0.0063590696,18.0681859738,0.1315230844,Fake
Extract1027.bmp,61752.3049595917,9537.3432491923,742.5380918605,68.1412829107,160.9272408163,179.4583790508,917.1747219595,136.7616580268,13.561956512,141.5526322568,-0.0570822972,85.2526281996,0.1637511803,40.9745819246,-0.0931462708,32.786538595,-0.1045359946,Live
Extract1027.png,71700.1553938325,5275.7898953628,227.2159920001,107.9620422943,168.3915265306,524.6206619882,959.7363110123,125.3969984593,-1.6222293296,99.809888601,0.3281960117,107.139655556,-0.1975395842,39.5864314456,0.023003459,12.6097885169,-0.0369713952,Fake
Extract1028.bmp,68718.4193672712,10967.653339314,981.9544471132,69.1325968799,181.9236571429,239.9146673657,1031.1345522225,120.3705036743,2.4995090362,108.6065717112,-0.6969488591,77.2744828644,-0.0741006145,43.1843831778,0.2963238588,33.3115505962,-0.0295698644,Live
Extract1028.png,69491.7806144713,4980.7687188009,214.7883725557,113.051993369,164.0952034632,581.1451966062,936.2055206435,146.531697932,0.9155516099,99.6048996459,0.3174644524,66.3289563209,0.2580529764,32.4288979939,-0.0399782358,11.5885707956,0.0273155011,Fake
Extract1029.bmp,73963.6626262425,10890.5616796323,968.1986424316,73.4638197081,196.6553469388,179.1414886004,1111.5554132674,134.8792797769,0.5157822365,139.3050912398,2.739893106,100.9361068162,-0.4554909198,52.2194186609,-0.1620609364,36.193366024,-0.1575333748,Live
Extract1029.png,69071.363088277,5572.7412148545,269.6955679352,107.104526936,166.6377247069,515.8051322413,950.380017135,134.8861582148,-0.8919817754,116.8317413779,0.0118914088,100.0099519681,0.2137290424,36.7806292558,0.1319018651,15.4297304729,0.0099920999,Fake
Extract103.bmp,58850.6369318225,8819.4443618063,634.9599906204,61.5218291457,154.6704489796,153.1443496587,881.760162067,110.8859120007,5.8511620214,128.607628913,-0.5925080147,86.2311463271,-0.034673376,38.0027714316,0.003074589,29.0344737346,0.0411796449,Live
Extract103.png,70228.6535257978,4811.8912264873,189.0146708208,107.0795532929,163.5631265306,552.3050965027,932.8263042776,123.634949215,-1.4784858262,77.8858118988,-1.8227771022,69.6733005407,0.1511053014,37.3176533498,-0.0214079161,13.4439459691,-0.0803239332,Fake
Extract1030.bmp,74864.890582365,9330.6330672767,710.6997015197,70.0500979147,199.9030122449,148.2002217257,1132.3876589679,99.0894502215,-1.673258319,161.6232426483,0.2186059457,96.4846259536,-0.0868254265,43.359580136,-0.0493061884,36.0321863428,0.1260066778,Live
Extract1030.png,68516.3566317875,5387.6479879592,236.9530680993,100.1691399999,162.9399673469,433.969206088,929.3520932293,110.1930500939,2.1086439892,98.8746056975,2.1220123134,139.98708417,-0.3168063587,49.2770733254,-0.0011555422,15.5130711408,0.0108237106,Fake
Extract1031.bmp,66601.4742199116,7176.4769205173,420.4230284957,97.1756713538,158.4378693878,401.4538557082,904.255540464,166.8958040256,3.3767802344,158.4053969565,0.6483364204,102.529454944,-0.1107672052,45.8708177886,0.1080286083,17.932627127,0.0109044845,Live
Extract1031.png,69747.4598955474,6582.0391187067,353.6590935525,105.951392244,163.192555102,492.4407770001,930.760001157,126.6714639616,2.1766809765,90.4505908397,-0.1421035565,112.5889099295,-0.1688052383,59.681017018,0.0366930588,17.6486423311,-0.0777507057,Fake
Extract1032.bmp,71915.1381044338,12658.3699100907,1308.0353369852,72.4210366174,191.7885469388,153.7051713954,1086.5862164528,146.1245911327,8.215261094,140.0524626687,-0.9789472302,95.1033727387,0.1148862532,54.4106945875,0.2859107991,38.8221992254,-0.3262365183,Live
Extract1032.png,72322.7712914767,4473.1954335444,163.3426725443,106.0431821504,171.3789795918,519.9907469133,976.3913242022,123.326794267,0.2893840799,78.2195925243,-2.5237214711,97.4945874654,0.1415165579,50.5403027609,0.0727520797,12.1017335298,-0.0556763364,Fake
Extract1033.bmp,59130.6596512802,7848.1110862721,502.7987561018,77.9640743094,145.7005877551,261.9032838935,833.260279603,115.9097559148,-2.0657535172,121.6183095024,1.7018730573,127.1982213595,0.0442215407,39.4144836145,-0.0045781736,24.6937839752,0.079043089,Live
Extract1033.png,70840.2639907948,6025.3221192194,296.3633195131,102.1852168508,169.8432081633,483.6992206315,967.830504053,130.1141440717,-0.6431728079,105.1587337826,3.3745535474,98.4642908262,-0.1239809863,47.1434764557,0.0112716261,15.771239677,0.011619911,Fake
Extract1034.bmp,66979.5573367991,4246.4539350705,147.2030287565,94.3865970051,160.9965469388,458.3029195285,918.5192838724,123.2775702868,-1.2217240601,121.7064088034,1.5332408032,77.2473744799,-0.0937909932,23.5953629264,0.0282477129,12.302162787,0.0127507465,Live
Extract1034.png,71533.7639880468,5080.4482777029,210.7016710401,105.8343826419,168.9180979592,528.3614560392,962.6738733802,157.7176225493,3.3813589646,108.4263007857,1.0818740548,72.7513908935,0.1693631061,27.9288099789,0.0242626648,11.6074467897,-0.018520315,Fake
Extract1035.bmp,63379.9153088359,9291.7621279837,704.7905587186,84.8015969623,156.7077714286,228.5935322746,889.2780940271,136.6182594339,4.2422888051,115.0088792506,-0.2317185278,151.0129091453,-0.0663615898,57.5975158241,-0.0095702529,32.3087482421,-0.2389628423,Live
Extract1035.png,70357.3704910561,5766.0984472542,271.411357579,102.7825536391,167.7217142857,457.8254897797,956.0132773302,143.6142741996,1.5746725944,139.1444503444,1.4282516081,111.0168354149,0.062295306,44.5409324969,0.0055494282,15.1979993025,0.0087235876,Fake
Extract1036.bmp,69418.9284156855,5972.5281466067,291.1925915266,92.5997781035,170.9331673469,311.5545276974,973.898459342,184.5496615313,-6.711140481,164.3309316435,-0.0635525896,135.562785387,-0.3032769121,38.1594377746,0.0478248849,17.4368491253,0.1473663197,Live
Extract1036.png,71819.2815131183,4942.0813367911,199.3809627711,104.4664328673,170.7155673469,469.2787229072,972.6930395416,123.5814288837,1.661061665,160.7654849242,-0.3163288977,109.729340761,0.1052103289,36.3043134906,0.109490036,12.7706442099,0.0130969206,Fake
Extract1037.bmp,68427.6123311686,9482.3149854872,733.9942651755,91.660176163,169.6041959184,413.846165509,964.577289133,132.2150312011,2.3285014562,112.3095358707,-1.1225179651,88.269156133,0.0375682705,40.6514011141,-0.3549946124,24.8064643936,0.161843576,Live
Extract1037.png,70480.9447377875,5482.3580337107,245.3571396718,98.2426630837,171.1294857143,436.7028565941,974.9940259009,108.3006791882,-0.7675583149,79.7415930615,1.3305001336,116.5063094716,-0.1737224913,65.9337428014,0.034504645,17.2791758955,-0.0693963704,Fake
Extract1038.bmp,75127.5347348085,7982.8404635335,520.2101376835,68.3563923301,200.7288816327,181.2423665649,1134.6173158468,179.2059396724,2.1555696395,147.996486564,0.2448832736,65.619843509,-0.1462405938,34.6353729633,0.1532296073,29.0530376421,0.3271158114,Live
Extract1038.png,70183.1396685268,5410.4588855127,238.9637987904,103.4320498678,166.586277551,492.0398990095,949.6773438143,141.0380311775,-2.7387939104,105.5705587681,1.3303346265,100.7843732362,0.1551635349,41.2203709107,-0.0653170061,14.413295992,-0.0053426205,Fake
Extract1039.bmp,70002.5692174074,5628.3031412258,258.5942550982,103.2776041807,165.5859591837,474.925373893,944.1003705512,139.1216851899,-0.2744056856,123.1483830002,-1.7259817279,108.5339026445,0.1609644789,44.141475833,0.0898253146,13.8640058175,0.0663961948,Live
Extract1039.png,66780.4187457471,6759.1280399493,372.9454029423,98.329156156,158.5132734694,404.5573587829,904.6792223792,121.1555196991,-0.7435650523,124.6687140589,0.1365869015,141.0999097503,0.3095800304,41.6858068699,-0.0557311429,22.0201178212,0.1190377381,Fake
Extract104.bmp,77441.584678839,6646.3403960021,360.6027808941,76.272441581,204.3826040816,151.9753615562,1159.8553960745,191.9961316317,3.5499246537,201.23852243,-0.262816731,84.7618405854,-0.1585116508,30.7981777056,-0.0160225546,22.9905578632,-0.0686626067,Live
Extract104.png,71315.0364854902,4465.0458086349,162.7480332507,108.4588866359,166.3366938776,564.3829389127,948.2850239232,137.8692297814,0.3062915952,87.4003401674,-2.5775629543,58.7289717572,-0.3260105209,28.4811787808,-0.0151130524,10.6514325477,-0.0301979217,Fake
Extract1040.bmp,66272.1637707009,8496.382928105,589.2940641714,81.2096262138,168.5848408163,167.6893150113,957.9352611377,122.7855032952,-3.7093016823,183.9978531219,-0.3502570835,132.2334750637,0.044635339,44.5054545884,0.009358764,30.5751415504,0.1359073777,Live
Extract1040.png,69682.6114608603,6167.8040099864,310.5453575968,95.3350905881,170.0341142857,321.3074943964,968.9045374269,189.5615103024,5.7109957721,189.1758766385,1.4196919648,128.3137120164,0.4963474343,36.1631531618,-0.1390630256,16.7090402827,-0.0382984992,Fake
Extract1041.bmp,62878.7429646713,9626.0556427976,756.4158958223,70.4762911775,163.5785469388,201.1721585467,928.8047007612,144.4269342597,-2.7298522273,131.3096885175,0.8363763024,88.7613990085,0.2013387089,42.6427680045,-0.3467328519,33.1421977106,0.1929557403,Live
Extract1041.png,71763.9817620397,4946.3186361738,199.7230044944,107.009169918,169.6344163265,530.66635467,966.6662797328,142.2783922523,4.289978886,105.8300349693,-0.7180666145,80.2638391046,-0.1516661084,38.5455807961,-0.054840806,14.1710722179,-0.0401792753,Fake
Extract1042.bmp,64935.5169338974,7049.3723425645,405.6624524417,86.98661839,159.5684571429,232.0573346775,909.9338395196,141.4779617685,1.8102999715,145.6525112517,0.1118144406,160.5671561123,-0.0362467446,46.7825954619,0.0760525551,21.3406908725,0.1518119255,Live
Extract1042.png,71234.3577155468,5728.5244737444,267.8856542554,102.7320694043,171.0740489796,472.3508253702,974.6948071185,110.6222979086,1.2865090324,78.8447212572,1.0514051967,121.0766754617,0.0131960419,55.9203750617,-0.0938003701,19.0266110786,-0.0334519584,Fake
Extract1043.bmp,60079.2646345435,7398.1435546773,446.7961473928,80.1448222352,147.3975428571,320.1257240907,842.6860649705,116.9051387443,-1.725483396,121.4085708721,-0.6412090619,100.8529063509,-0.234629847,37.8012092242,-0.0259445801,26.411300812,0.1729261822,Live
Extract1043.png,68070.0717075974,5493.5318630532,246.3583047378,100.961158641,160.4861142857,485.5758167849,915.6743345934,118.061304203,0.0916173239,125.6156548057,-1.1441990534,90.2191333174,0.1910648571,33.167839546,0.0939700373,15.1330548622,-0.0045118026,Fake
